"term_id","termino","area","definicion_corta","definicion_tecnica","ejemplo","no_confundir_con","relaciones","nivel_confianza","fuentes","version","fecha_revision"
"PSY-01600","Necesidad de afiliación","Psicología de la Personalidad","Motivación para establecer y mantener relaciones sociales","En psicología de la personalidad, motivación para establecer y mantener relaciones sociales. Relevante para necesidad de afiliación en psicología de la personalidad.","Un perfil revela puntuaciones significativas en necesidad de afiliación.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01601","Necesidad de poder","Psicología de la Personalidad","Motivación para influir y controlar a otros","En psicología de la personalidad, motivación para influir y controlar a otros. Relevante para necesidad de poder en psicología de la personalidad.","Un perfil revela puntuaciones significativas en necesidad de poder.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01602","Motivación extrínseca","Psicología de la Personalidad","Impulso de actuar por recompensas o consecuencias externas","En psicología de la personalidad, impulso de actuar por recompensas o consecuencias externas. Relevante para motivación extrínseca en psicología de la personalidad.","Un perfil revela puntuaciones significativas en motivación extrínseca.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01603","Teoría de la autodeterminación","Psicología de la Personalidad","Marco sobre necesidades básicas de autonomía, competencia y relación","En psicología de la personalidad, marco sobre necesidades básicas de autonomía, competencia y relación. Relevante para teoría de la autodeterminación en psicología de la personalidad.","Un perfil revela puntuaciones significativas en teoría de la autodeterminación.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01604","Autonomía psicológica","Psicología de la Personalidad","Necesidad de sentir control sobre las propias acciones","En psicología de la personalidad, necesidad de sentir control sobre las propias acciones. Relevante para autonomía psicológica en psicología de la personalidad.","Un perfil revela puntuaciones significativas en autonomía psicológica.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01605","Competencia percibida","Psicología de la Personalidad","Necesidad de sentirse eficaz en las interacciones con el entorno","En psicología de la personalidad, necesidad de sentirse eficaz en las interacciones con el entorno. Relevante para competencia percibida en psicología de la personalidad.","Un perfil revela puntuaciones significativas en competencia percibida.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01606","Necesidad de relación","Psicología de la Personalidad","Necesidad de sentirse conectado y vinculado con otros","En psicología de la personalidad, necesidad de sentirse conectado y vinculado con otros. Relevante para necesidad de relación en psicología de la personalidad.","Un perfil revela puntuaciones significativas en necesidad de relación.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01607","Personalidad autoritaria","Psicología de la Personalidad","Patrón de sumisión a la autoridad y hostilidad hacia exogrupos","En psicología de la personalidad, patrón de sumisión a la autoridad y hostilidad hacia exogrupos. Relevante para personalidad autoritaria en psicología de la personalidad.","Un perfil revela puntuaciones significativas en personalidad autoritaria.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01608","Psicopatía subclínica","Psicología de la Personalidad","Rasgos de insensibilidad emocional e impulsividad sin nivel clínico","En psicología de la personalidad, rasgos de insensibilidad emocional e impulsividad sin nivel clínico. Relevante para psicopatía subclínica en psicología de la personalidad.","Un perfil revela puntuaciones significativas en psicopatía subclínica.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01609","Personalidad tipo A","Psicología de la Personalidad","Patrón de competitividad, urgencia temporal y hostilidad","En psicología de la personalidad, patrón de competitividad, urgencia temporal y hostilidad. Relevante para personalidad tipo a en psicología de la personalidad.","Un perfil revela puntuaciones significativas en personalidad tipo a.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01610","Optimismo disposicional","Psicología de la Personalidad","Tendencia estable a esperar resultados positivos","En psicología de la personalidad, tendencia estable a esperar resultados positivos. Relevante para optimismo disposicional en psicología de la personalidad.","Un perfil revela puntuaciones significativas en optimismo disposicional.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01611","Pesimismo defensivo","Psicología de la Personalidad","Estrategia de anticipar malos resultados para prepararse mejor","En psicología de la personalidad, estrategia de anticipar malos resultados para prepararse mejor. Relevante para pesimismo defensivo en psicología de la personalidad.","Un perfil revela puntuaciones significativas en pesimismo defensivo.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01612","Autoestima implícita","Psicología de la Personalidad","Evaluación automática e inconsciente del propio valor","En psicología de la personalidad, evaluación automática e inconsciente del propio valor. Relevante para autoestima implícita en psicología de la personalidad.","Un perfil revela puntuaciones significativas en autoestima implícita.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01613","Autoestima contingente","Psicología de la Personalidad","Valía personal dependiente de logros o aprobación externa","En psicología de la personalidad, valía personal dependiente de logros o aprobación externa. Relevante para autoestima contingente en psicología de la personalidad.","Un perfil revela puntuaciones significativas en autoestima contingente.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01614","Autodiscrepancia","Psicología de la Personalidad","Diferencia entre el yo real, ideal y debido con consecuencias emocionales","En psicología de la personalidad, diferencia entre el yo real, ideal y debido con consecuencias emocionales. Relevante para autodiscrepancia en psicología de la personalidad.","Un perfil revela puntuaciones significativas en autodiscrepancia.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01615","Yo posible","Psicología de la Personalidad","Representaciones de lo que uno podría llegar a ser en el futuro","En psicología de la personalidad, representaciones de lo que uno podría llegar a ser en el futuro. Relevante para yo posible en psicología de la personalidad.","Un perfil revela puntuaciones significativas en yo posible.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01616","Congruencia rogeriana","Psicología de la Personalidad","Coherencia entre la experiencia interna y la expresión externa","En psicología de la personalidad, coherencia entre la experiencia interna y la expresión externa. Relevante para congruencia rogeriana en psicología de la personalidad.","Un perfil revela puntuaciones significativas en congruencia rogeriana.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01617","Autoactualización","Psicología de la Personalidad","Tendencia a realizar el propio potencial según Maslow","En psicología de la personalidad, tendencia a realizar el propio potencial según Maslow. Relevante para autoactualización en psicología de la personalidad.","Un perfil revela puntuaciones significativas en autoactualización.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01618","Self verdadero y falso","Psicología de la Personalidad","Distinción de Winnicott entre el yo auténtico y el adaptativo","En psicología de la personalidad, distinción de Winnicott entre el yo auténtico y el adaptativo. Relevante para self verdadero y falso en psicología de la personalidad.","Un perfil revela puntuaciones significativas en self verdadero y falso.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01619","Individuación jungiana","Psicología de la Personalidad","Proceso de integración de los aspectos conscientes e inconscientes","En psicología de la personalidad, proceso de integración de los aspectos conscientes e inconscientes. Relevante para individuación jungiana en psicología de la personalidad.","Un perfil revela puntuaciones significativas en individuación jungiana.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01620","Sombra jungiana","Psicología de la Personalidad","Aspectos rechazados de la personalidad relegados al inconsciente","En psicología de la personalidad, aspectos rechazados de la personalidad relegados al inconsciente. Relevante para sombra jungiana en psicología de la personalidad.","Un perfil revela puntuaciones significativas en sombra jungiana.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01621","Anima y animus","Psicología de la Personalidad","Arquetipos jungianos del aspecto femenino y masculino inconsciente","En psicología de la personalidad, arquetipos jungianos del aspecto femenino y masculino inconsciente. Relevante para anima y animus en psicología de la personalidad.","Un perfil revela puntuaciones significativas en anima y animus.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01622","Persona jungiana","Psicología de la Personalidad","Máscara social que el individuo presenta al mundo exterior","En psicología de la personalidad, máscara social que el individuo presenta al mundo exterior. Relevante para persona jungiana en psicología de la personalidad.","Un perfil revela puntuaciones significativas en persona jungiana.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01623","Complejo psicológico","Psicología de la Personalidad","Conjunto de ideas y emociones organizadas alrededor de un tema nuclear","En psicología de la personalidad, conjunto de ideas y emociones organizadas alrededor de un tema nuclear. Relevante para complejo psicológico en psicología de la personalidad.","Un perfil revela puntuaciones significativas en complejo psicológico.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01624","Mecanismo de defensa","Psicología de la Personalidad","Estrategia inconsciente para reducir la ansiedad y proteger el yo","En psicología de la personalidad, estrategia inconsciente para reducir la ansiedad y proteger el yo. Relevante para mecanismo de defensa en psicología de la personalidad.","Un perfil revela puntuaciones significativas en mecanismo de defensa.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01625","Negación psicológica","Psicología de la Personalidad","Rechazo a reconocer aspectos dolorosos de la realidad","En psicología de la personalidad, rechazo a reconocer aspectos dolorosos de la realidad. Relevante para negación psicológica en psicología de la personalidad.","Un perfil revela puntuaciones significativas en negación psicológica.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01626","Regresión psicológica","Psicología de la Personalidad","Retorno a patrones de funcionamiento de etapas anteriores","En psicología de la personalidad, retorno a patrones de funcionamiento de etapas anteriores. Relevante para regresión psicológica en psicología de la personalidad.","Un perfil revela puntuaciones significativas en regresión psicológica.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01627","Escisión defensiva","Psicología de la Personalidad","Visión dicotómica de objetos como completamente buenos o malos","En psicología de la personalidad, visión dicotómica de objetos como completamente buenos o malos. Relevante para escisión defensiva en psicología de la personalidad.","Un perfil revela puntuaciones significativas en escisión defensiva.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01628","Inventario de personalidad NEO","Psicología de la Personalidad","Cuestionario estandarizado del modelo de cinco factores","En psicología de la personalidad, cuestionario estandarizado del modelo de cinco factores. Relevante para inventario de personalidad neo en psicología de la personalidad.","Un perfil revela puntuaciones significativas en inventario de personalidad neo.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01629","MMPI","Psicología de la Personalidad","Inventario multifásico de personalidad de uso clínico amplio","En psicología de la personalidad, inventario multifásico de personalidad de uso clínico amplio. Relevante para mmpi en psicología de la personalidad.","Un perfil revela puntuaciones significativas en mmpi.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01630","Cuestionario 16PF","Psicología de la Personalidad","Evaluación basada en el modelo de dieciséis factores de Cattell","En psicología de la personalidad, evaluación basada en el modelo de dieciséis factores de Cattell. Relevante para cuestionario 16pf en psicología de la personalidad.","Un perfil revela puntuaciones significativas en cuestionario 16pf.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01631","Test proyectivo de Rorschach","Psicología de la Personalidad","Evaluación de personalidad mediante interpretación de manchas de tinta","En psicología de la personalidad, evaluación de personalidad mediante interpretación de manchas de tinta. Relevante para test proyectivo de rorschach en psicología de la personalidad.","Un perfil revela puntuaciones significativas en test proyectivo de rorschach.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01632","Test de apercepción temática","Psicología de la Personalidad","Evaluación de personalidad mediante narrativas sobre láminas ambiguas","En psicología de la personalidad, evaluación de personalidad mediante narrativas sobre láminas ambiguas. Relevante para test de apercepción temática en psicología de la personalidad.","Un perfil revela puntuaciones significativas en test de apercepción temática.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01633","Evaluación implícita de personalidad","Psicología de la Personalidad","Métodos que miden rasgos sin autoinforme directo","En psicología de la personalidad, métodos que miden rasgos sin autoinforme directo. Relevante para evaluación implícita de personalidad en psicología de la personalidad.","Un perfil revela puntuaciones significativas en evaluación implícita de personalidad.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01634","Estabilidad de la personalidad","Psicología de la Personalidad","Grado de consistencia de los rasgos a lo largo de la vida","En psicología de la personalidad, grado de consistencia de los rasgos a lo largo de la vida. Relevante para estabilidad de la personalidad en psicología de la personalidad.","Un perfil revela puntuaciones significativas en estabilidad de la personalidad.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01635","Cambio de personalidad","Psicología de la Personalidad","Modificaciones en rasgos asociadas a experiencias y maduración","En psicología de la personalidad, modificaciones en rasgos asociadas a experiencias y maduración. Relevante para cambio de personalidad en psicología de la personalidad.","Un perfil revela puntuaciones significativas en cambio de personalidad.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01636","Personalidad y salud","Psicología de la Personalidad","Relación entre rasgos de personalidad y resultados de salud","En psicología de la personalidad, relación entre rasgos de personalidad y resultados de salud. Relevante para personalidad y salud en psicología de la personalidad.","Un perfil revela puntuaciones significativas en personalidad y salud.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01637","Personalidad y rendimiento laboral","Psicología de la Personalidad","Asociación entre rasgos y desempeño en el trabajo","En psicología de la personalidad, asociación entre rasgos y desempeño en el trabajo. Relevante para personalidad y rendimiento laboral en psicología de la personalidad.","Un perfil revela puntuaciones significativas en personalidad y rendimiento laboral.","","","alto","McCrae & Costa (2008). Five-Factor Model.","2.0.0","2026-03-29"
"PSY-01638","Pensamiento catastrofista","Psicoterapia","Anticipación del peor resultado posible sin evidencia suficiente","En psicoterapia, anticipación del peor resultado posible sin evidencia suficiente. Relevante para pensamiento catastrofista en psicoterapia.","El terapeuta utiliza pensamiento catastrofista para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01639","Pensamiento dicotómico","Psicoterapia","Evaluación en términos extremos de todo o nada","En psicoterapia, evaluación en términos extremos de todo o nada. Relevante para pensamiento dicotómico en psicoterapia.","El terapeuta utiliza pensamiento dicotómico para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01640","Sobregeneralización","Psicoterapia","Extraer conclusiones generales de un evento aislado","En psicoterapia, extraer conclusiones generales de un evento aislado. Relevante para sobregeneralización en psicoterapia.","El terapeuta utiliza sobregeneralización para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01641","Personalización","Psicoterapia","Atribuirse la responsabilidad de eventos negativos sin evidencia","En psicoterapia, atribuirse la responsabilidad de eventos negativos sin evidencia. Relevante para personalización en psicoterapia.","El terapeuta utiliza personalización para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01642","Lectura del pensamiento","Psicoterapia","Asumir que se conocen los pensamientos de otros sin verificar","En psicoterapia, asumir que se conocen los pensamientos de otros sin verificar. Relevante para lectura del pensamiento en psicoterapia.","El terapeuta utiliza lectura del pensamiento para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01643","Abstracción selectiva","Psicoterapia","Focalización en un detalle negativo ignorando el contexto global","En psicoterapia, focalización en un detalle negativo ignorando el contexto global. Relevante para abstracción selectiva en psicoterapia.","El terapeuta utiliza abstracción selectiva para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01644","Exposición in vivo","Psicoterapia","Enfrentamiento directo al estímulo temido en la vida real","En psicoterapia, enfrentamiento directo al estímulo temido en la vida real. Relevante para exposición in vivo en psicoterapia.","El terapeuta utiliza exposición in vivo para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01645","Exposición en imaginación","Psicoterapia","Enfrentamiento al estímulo temido mediante visualización guiada","En psicoterapia, enfrentamiento al estímulo temido mediante visualización guiada. Relevante para exposición en imaginación en psicoterapia.","El terapeuta utiliza exposición en imaginación para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01646","Exposición con prevención de respuesta","Psicoterapia","Enfrentar la obsesión sin realizar la compulsión","En psicoterapia, enfrentar la obsesión sin realizar la compulsión. Relevante para exposición con prevención de respuesta en psicoterapia.","El terapeuta utiliza exposición con prevención de respuesta para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01647","Inundación terapéutica","Psicoterapia","Exposición prolongada e intensa al estímulo máximamente temido","En psicoterapia, exposición prolongada e intensa al estímulo máximamente temido. Relevante para inundación terapéutica en psicoterapia.","El terapeuta utiliza inundación terapéutica para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01648","Programación de actividades","Psicoterapia","Planificación estructurada de actividades gratificantes y de dominio","En psicoterapia, planificación estructurada de actividades gratificantes y de dominio. Relevante para programación de actividades en psicoterapia.","El terapeuta utiliza programación de actividades para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01649","Entrenamiento en habilidades sociales","Psicoterapia","Aprendizaje de competencias para la interacción interpersonal efectiva","En psicoterapia, aprendizaje de competencias para la interacción interpersonal efectiva. Relevante para entrenamiento en habilidades sociales en psicoterapia.","El terapeuta utiliza entrenamiento en habilidades sociales para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01650","Entrenamiento asertivo","Psicoterapia","Desarrollo de la capacidad de expresar necesidades respetando a otros","En psicoterapia, desarrollo de la capacidad de expresar necesidades respetando a otros. Relevante para entrenamiento asertivo en psicoterapia.","El terapeuta utiliza entrenamiento asertivo para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01651","Técnica de resolución de problemas","Psicoterapia","Método estructurado para generar y evaluar soluciones a dificultades","En psicoterapia, método estructurado para generar y evaluar soluciones a dificultades. Relevante para técnica de resolución de problemas en psicoterapia.","El terapeuta utiliza técnica de resolución de problemas para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01652","Entrenamiento autógeno","Psicoterapia","Técnica de autorrelajación mediante sugestiones de calor y pesadez","En psicoterapia, técnica de autorrelajación mediante sugestiones de calor y pesadez. Relevante para entrenamiento autógeno en psicoterapia.","El terapeuta utiliza entrenamiento autógeno para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01653","Respiración diafragmática","Psicoterapia","Técnica de respiración profunda para reducir la activación fisiológica","En psicoterapia, técnica de respiración profunda para reducir la activación fisiológica. Relevante para respiración diafragmática en psicoterapia.","El terapeuta utiliza respiración diafragmática para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01654","Biofeedback terapéutico","Psicoterapia","Retroalimentación de señales fisiológicas para aprender autorregulación","En psicoterapia, retroalimentación de señales fisiológicas para aprender autorregulación. Relevante para biofeedback terapéutico en psicoterapia.","El terapeuta utiliza biofeedback terapéutico para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01655","Yo como contexto","Psicoterapia","Perspectiva de observador de las propias experiencias internas","En psicoterapia, perspectiva de observador de las propias experiencias internas. Relevante para yo como contexto en psicoterapia.","El terapeuta utiliza yo como contexto para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01656","Valores en terapia","Psicoterapia","Direcciones vitales elegidas que guían la acción comprometida","En psicoterapia, direcciones vitales elegidas que guían la acción comprometida. Relevante para valores en terapia en psicoterapia.","El terapeuta utiliza valores en terapia para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01657","Tolerancia al malestar","Psicoterapia","Habilidad para soportar emociones negativas sin actuar impulsivamente","En psicoterapia, habilidad para soportar emociones negativas sin actuar impulsivamente. Relevante para tolerancia al malestar en psicoterapia.","El terapeuta utiliza tolerancia al malestar para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01658","Regulación emocional terapéutica","Psicoterapia","Técnicas para modular la intensidad y duración de las emociones","En psicoterapia, técnicas para modular la intensidad y duración de las emociones. Relevante para regulación emocional terapéutica en psicoterapia.","El terapeuta utiliza regulación emocional terapéutica para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01659","Efectividad interpersonal","Psicoterapia","Habilidades para conseguir objetivos en relaciones manteniendo autoestima","En psicoterapia, habilidades para conseguir objetivos en relaciones manteniendo autoestima. Relevante para efectividad interpersonal en psicoterapia.","El terapeuta utiliza efectividad interpersonal para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01660","Mindfulness terapéutico","Psicoterapia","Atención plena al momento presente sin juicio en contexto clínico","En psicoterapia, atención plena al momento presente sin juicio en contexto clínico. Relevante para mindfulness terapéutico en psicoterapia.","El terapeuta utiliza mindfulness terapéutico para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01661","Terapia cognitiva basada en mindfulness","Psicoterapia","Prevención de recaídas depresivas mediante atención plena","En psicoterapia, prevención de recaídas depresivas mediante atención plena. Relevante para terapia cognitiva basada en mindfulness en psicoterapia.","El terapeuta utiliza terapia cognitiva basada en mindfulness para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01662","Terapia centrada en esquemas","Psicoterapia","Intervención sobre patrones disfuncionales tempranos y persistentes","En psicoterapia, intervención sobre patrones disfuncionales tempranos y persistentes. Relevante para terapia centrada en esquemas en psicoterapia.","El terapeuta utiliza terapia centrada en esquemas para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01663","Esquema maladaptativo temprano","Psicoterapia","Patrón emocional y cognitivo disfuncional originado en la infancia","En psicoterapia, patrón emocional y cognitivo disfuncional originado en la infancia. Relevante para esquema maladaptativo temprano en psicoterapia.","El terapeuta utiliza esquema maladaptativo temprano para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01664","Modos de esquema","Psicoterapia","Estados emocionales y conductuales asociados a esquemas activados","En psicoterapia, estados emocionales y conductuales asociados a esquemas activados. Relevante para modos de esquema en psicoterapia.","El terapeuta utiliza modos de esquema para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01665","Reparentalización limitada","Psicoterapia","Provisión terapéutica parcial de necesidades no cubiertas en la infancia","En psicoterapia, provisión terapéutica parcial de necesidades no cubiertas en la infancia. Relevante para reparentalización limitada en psicoterapia.","El terapeuta utiliza reparentalización limitada para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01666","Terapia psicodinámica breve","Psicoterapia","Intervención focalizada basada en conflictos inconscientes","En psicoterapia, intervención focalizada basada en conflictos inconscientes. Relevante para terapia psicodinámica breve en psicoterapia.","El terapeuta utiliza terapia psicodinámica breve para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01667","Interpretación psicoanalítica","Psicoterapia","Señalamiento del significado inconsciente de conductas y verbalizaciones","En psicoterapia, señalamiento del significado inconsciente de conductas y verbalizaciones. Relevante para interpretación psicoanalítica en psicoterapia.","El terapeuta utiliza interpretación psicoanalítica para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01668","Transferencia","Psicoterapia","Repetición de patrones relacionales pasados con el terapeuta","En psicoterapia, repetición de patrones relacionales pasados con el terapeuta. Relevante para transferencia en psicoterapia.","El terapeuta utiliza transferencia para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01669","Ruptura de la alianza","Psicoterapia","Deterioro temporal de la relación terapéutica","En psicoterapia, deterioro temporal de la relación terapéutica. Relevante para ruptura de la alianza en psicoterapia.","El terapeuta utiliza ruptura de la alianza para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01670","Reparación de la alianza","Psicoterapia","Restauración del vínculo terapéutico tras una ruptura","En psicoterapia, restauración del vínculo terapéutico tras una ruptura. Relevante para reparación de la alianza en psicoterapia.","El terapeuta utiliza reparación de la alianza para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01671","Terapia centrada en la persona","Psicoterapia","Enfoque rogeriano basado en empatía, aceptación y congruencia","En psicoterapia, enfoque rogeriano basado en empatía, aceptación y congruencia. Relevante para terapia centrada en la persona en psicoterapia.","El terapeuta utiliza terapia centrada en la persona para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01672","Aceptación incondicional positiva","Psicoterapia","Valoración del paciente sin condiciones ni juicio","En psicoterapia, valoración del paciente sin condiciones ni juicio. Relevante para aceptación incondicional positiva en psicoterapia.","El terapeuta utiliza aceptación incondicional positiva para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01673","Congruencia terapéutica","Psicoterapia","Autenticidad y coherencia del terapeuta en la relación","En psicoterapia, autenticidad y coherencia del terapeuta en la relación. Relevante para congruencia terapéutica en psicoterapia.","El terapeuta utiliza congruencia terapéutica para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01674","Silla vacía","Psicoterapia","Técnica gestáltica para dialogar con aspectos internos o personas ausentes","En psicoterapia, técnica gestáltica para dialogar con aspectos internos o personas ausentes. Relevante para silla vacía en psicoterapia.","El terapeuta utiliza silla vacía para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01675","Experimento gestáltico","Psicoterapia","Actividad experiencial diseñada para aumentar la conciencia","En psicoterapia, actividad experiencial diseñada para aumentar la conciencia. Relevante para experimento gestáltico en psicoterapia.","El terapeuta utiliza experimento gestáltico para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01676","Análisis existencial","Psicoterapia","Exploración de la estructura fundamental de la existencia humana","En psicoterapia, exploración de la estructura fundamental de la existencia humana. Relevante para análisis existencial en psicoterapia.","El terapeuta utiliza análisis existencial para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
"PSY-01677","Externalización del problema","Psicoterapia","Separar lingüísticamente el problema de la identidad de la persona","En psicoterapia, separar lingüísticamente el problema de la identidad de la persona. Relevante para externalización del problema en psicoterapia.","El terapeuta utiliza externalización del problema para facilitar el cambio.","","","alto","Lambert (2013). Handbook of Psychotherapy.","2.0.0","2026-03-29"
